Company,TypeName,Inches,RamGB,OpSys,WeightKG,Price,GHz,CpuBrand,CpuVersion,MainMemory,SecondMemory,MainMemoryType,SecondMemoryType,TouchScreen,Resolution,PanelType,GpuBrand,GpuVersion
Dell,Ultrabook,13.3,16,Windows 10,1.21,133146.72,1.8,Intel, Core i7 8550U ,1000,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
MSI,Gaming,15.6,16,Windows 10,2.8,111834.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
Acer,Notebook,15.6,8,Windows 10,2.23,24988.32,2.2,AMD, A8-Series 7410 ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,14652.0,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,1,1366x768,Without,Intel, HD Graphics 500
Dell,Notebook,15.6,8,Windows 10,2.33,44968.32,1.6,Intel, Core i5 8250U ,128,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,130482.72,1.8,Intel, Core i7 8550U ,1000,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Lenovo,Notebook,13.3,4,Chrome OS,1.45,24503.472,1.6,Intel, Celeron Dual Core 3855U ,16,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 510
HP,Notebook,14.0,8,Windows 10,1.95,52214.4,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Acer,Notebook,11.6,4,Windows 10,1.4,25840.8,1.6,Intel, Pentium Quad Core N3710 ,128,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 405
HP,Notebook,14.0,8,Windows 10,1.48,68837.76,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,17.3,4,Windows 10,2.79,31381.92,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1600x900,Without,Nvidia, GeForce 920MX
Asus,Notebook,14.0,8,Windows 10,2.0,58288.32,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,8,Windows 10,2.1,48058.56,1.8,Intel, Core i7 8550U ,1000,0.0,HDD,None,0,1366x768,IPSPanel,Intel, UHD Graphics 620
Acer,Notebook,15.6,8,Windows 10,2.2,35111.52,2.7,AMD, A12-Series 9720P ,256,0.0,SSD,None,0,1366x768,Without,AMD, Radeon RX 540
Lenovo,Notebook,14.0,4,Windows 10,1.44,15557.76,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
Acer,Notebook,15.6,6,Windows 10,2.23,29250.72,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Asus,Ultrabook,15.6,8,Windows 10,1.7,55938.672,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
HP,Ultrabook,12.5,8,Windows 10,1.26,71128.8,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,32,Windows 10,2.06,140605.91999999998,2.8,Intel, Core i7 7700HQ ,1000,0.0,SSD,None,1,3840x2160,Without,Nvidia, GeForce GTX 1050
MSI,Gaming,17.3,8,Windows 10,2.7,63882.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Toshiba,Notebook,15.6,8,Windows 10,2.0,50243.04,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Notebook,14.0,8,Windows 10,2.0,71075.52,2.7,Intel, Core i7 7500U ,256,1000.0,SSD,HDD,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,1.85,23922.72,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Asus,Gaming,15.6,8,Windows 10,2.5,53226.72,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
HP,Notebook,14.0,8,Windows 10,1.48,67559.04,2.6,Intel, Core i5 7300U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Ultrabook,15.6,8,Windows 10,1.9,55890.72,1.6,Intel, Core i5 8250U ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
HP,Notebook,15.6,8,Windows 10,1.84,60952.32,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,Notebook,15.6,4,Linux,2.0,14651.4672,1.1,Intel, Celeron Dual Core N3350 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Dell,Notebook,15.6,8,Windows 10,2.0,60885.72,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Dell,Notebook,15.6,4,Linux,2.2,14646.672,1.6,Intel, Celeron Dual Core N3060 ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics
Lenovo,Notebook,15.6,12,Windows 10,2.2,47898.72,3.6,AMD, A12-Series 9720P ,2000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
HP,Notebook,15.6,8,Windows 10,2.1,38148.48,2.4,Intel, Core i3 7100U ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 930MX 
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,111834.72,1.8,Intel, Core i7 8550U ,512,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Dell,Ultrabook,13.3,8,Windows 10,1.2,84129.12,1.8,Intel, Core i7 8550U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
Lenovo,Gaming,15.6,16,Windows 10,2.4,60153.12,2.8,Intel, Core i7 7700HQ ,256,2000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050 Ti
HP,Notebook,14.0,2,Windows 10,1.44,14865.12,1.6,Intel, Celeron Dual Core N3060 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
Dell,Ultrabook,15.6,16,Windows 10,1.88,85672.1088,1.9,Intel, Core i7 8650U ,512,256.0,SSD,SSD,0,1920x1080,Without,Intel, UHD Graphics 620
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,19980.0,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,1,1366x768,Without,Intel, HD Graphics 500
Dell,Ultrabook,15.6,8,Windows 10,1.9,35324.64,1.6,Intel, Core i5 8250U ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
Dell,Notebook,15.6,16,Windows 10,2.06,108020.9376,2.8,Intel, Core i7 7700HQ ,512,0.0,SSD,None,1,3840x2160,Without,Nvidia, GeForce GTX 1050
HP,Notebook,15.6,8,Windows 10,1.84,69477.12,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
MSI,Gaming,17.3,8,Windows 10,2.7,75071.52,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1060
HP,Workstation,15.6,8,Windows 10,2.6,92615.0256,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M1200
Toshiba,Notebook,15.6,16,Windows 10,2.4,74751.84,2.5,Intel, Core i7 6500U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 930M
Dell,Notebook,15.6,8,Windows 10,2.02,51729.55199999999,1.8,Intel, Core i7 8550U ,128,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Notebook,15.6,4,No OS,2.2,17155.627200000003,1.1,Intel, Celeron Dual Core N3350 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Dell,Gaming,15.6,8,Windows 10,2.65,53226.72,2.5,Intel, Core i5 7300HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Dell,Notebook,15.6,8,Windows 10,2.36,29696.6736,2.5,Intel, Core i5 7200U ,2000,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 620
Dell,Notebook,14.0,8,Windows 10,1.36,76030.56,2.6,Intel, Core i5 7300U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 10,1.86,23389.92,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Asus,Notebook,14.0,8,Windows 10,2.0,50349.6,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,17.3,6,Windows 10,2.8,38308.32,2.5,Intel, Core i5 7200U ,128,1000.0,SSD,HDD,0,1600x900,Without,Nvidia, GeForce GTX 940MX
HP,Notebook,15.6,8,Windows 10,1.86,34045.92,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,8,No OS,2.2,26586.72,2.0,Intel, Core i3 6006U ,256,0.0,SSD,None,0,1366x768,Without,Nvidia, GeForce 920MX 
HP,Notebook,15.6,8,Windows 10,2.04,20725.92,1.6,Intel, Pentium Quad Core N3710 ,2000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 405
Dell,Notebook,17.3,8,Windows 10,2.8,57808.8,1.6,Intel, Core i5 8250U ,128,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Gaming,15.6,8,No OS,2.4,43103.52,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Dell,Notebook,15.6,8,Windows 10,2.33,47898.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R7 M445
HP,Ultrabook,14.0,8,Windows 10,1.36,93240.0,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,58554.72,2.7,Intel, Core i7 7500U ,512,2000.0,SSD,HDD,1,1920x1080,Without,Nvidia, GeForce GT 940MX
Acer,Notebook,15.6,4,Windows 10,2.1,22697.28,3.0,AMD, A9-Series 9420 ,128,0.0,SSD,None,0,1366x768,Without,AMD, Radeon R5
Asus,Gaming,17.3,16,Windows 10,3.25,117162.72,3.0,AMD, Ryzen 1700 ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,AMD, Radeon RX 580
Lenovo,Notebook,17.3,4,Windows 10,2.6,26053.92,2.2,AMD, A8-Series 7410 ,128,0.0,SSD,None,0,1600x900,Without,AMD, Radeon R5
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,46300.85279999999,1.8,Intel, Core i7 8550U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, UHD Graphics 620
HP,Notebook,15.6,4,Windows 10,1.91,26053.3872,3.0,AMD, A9-Series 9420 ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5
Lenovo,Netbook,11.6,4,Windows 10,1.59,29463.84,1.1,Intel, Celeron Quad Core N3450 ,128,0.0,SSD,None,0,1366x768,IPSPanel,Intel, HD Graphics 500
Dell,Notebook,15.6,4,Windows 10,1.8,16463.52,1.6,Intel, Celeron Dual Core N3060 ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 400
Asus,Notebook,14.0,4,Windows 10,1.5,15238.08,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
Acer,Notebook,15.6,8,Linux,2.4,45074.88,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
HP,Gaming,17.3,8,Windows 10,3.35,63456.48,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Lenovo,Notebook,15.6,4,No OS,1.85,21498.48,2.0,Intel, Core i3 6006U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Asus,Gaming,15.6,8,Windows 10,2.3,88178.4,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Lenovo,Notebook,14.0,8,Windows 10,1.5,58554.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Asus,Ultrabook,13.3,16,Windows 10,1.1,93181.392,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,121584.96,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,2560x1440,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,13.3,4,Windows 10,1.5,29250.72,2.4,Intel, Core i3 7100U ,128,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,2.23,72940.31999999999,2.6,Intel, Core i5 6440HQ ,500,0.0,HDD,None,0,1920x1080,Without,AMD, FirePro W5130M
Dell,Workstation,15.6,8,Windows 10,2.0,113752.8,2.7,Intel, Core i7 6820HQ ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M1200
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,133679.52,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,2560x1440,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,8,Windows 10,3.0,55357.92,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Gaming,17.3,16,Windows 10,3.0,84768.48,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Acer,Notebook,15.6,12,Windows 10,2.2,36975.7872,1.6,Intel, Core i5 8250U ,1000,0.0,HDD,None,0,1366x768,IPSPanel,Nvidia, GeForce MX130
MSI,Gaming,17.3,8,Windows 10,2.7,71874.72,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Dell,Notebook,15.6,8,Linux,2.33,41498.1936,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R7 M445
HP,Ultrabook,15.6,4,Windows 10,1.91,26586.72,3.0,AMD, A9-Series 9420 ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 520
Lenovo,Notebook,15.6,8,Windows 10,2.1,65510.9568,1.8,Intel, Core i7 8550U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon RX 550
Lenovo,Notebook,14.0,8,Windows 10,1.9,49976.64,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,1.78,144495.36,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,1,3840x2160,Without,Nvidia, Quadro M1200
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,139860.0,2.7,Intel, Core i7 7500U ,1000,0.0,SSD,None,0,2560x1440,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,16303.68,1.1,Intel, Celeron Dual Core N3350 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Asus,Gaming,17.3,16,Windows 10,2.9,81465.12,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Notebook,15.6,8,Windows 10,2.1,60978.96,1.6,Intel, Core i5 8250U ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,AMD, Radeon RX 550
Acer,Notebook,15.6,8,Linux,2.5,46833.12,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
MSI,Gaming,17.3,16,Windows 10,2.8,119826.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Asus,Ultrabook,14.0,8,Windows 10,1.1,99793.44,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,93080.16,2.5,Intel, Core i7 6500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Ultrabook,14.0,8,Windows 10,1.36,89510.4,2.8,Intel, Core i7 7600U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics
Lenovo,Notebook,15.6,4,Windows 10,2.2,21791.52,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,11.6,2,Windows 10,1.15,16221.096,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
Lenovo,Workstation,15.6,8,Windows 10,2.67,102564.0,2.8,Intel, Core i7 7700HQ ,512,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M1200
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,103523.04,2.8,Intel, Core i7 7700HQ ,512,0.0,SSD,None,0,2560x1440,IPSPanel,Nvidia, GeForce GT 940MX
HP,Notebook,15.6,4,Windows 10,2.1,24988.32,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 520
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,42038.4528,2.5,Intel, Core i7 6500U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 520
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,49443.84,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,4,Linux,2.3,31909.392,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Dell,Notebook,13.3,4,Windows 10,1.65,36709.92,2.0,Intel, Core i3 6006U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
HP,Ultrabook,14.0,8,Windows 10,1.43,79920.0,2.5,Intel, Core i7 6500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,8,Windows 10,2.14,28768.536,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,64755.44640000001,1.8,Intel, Core i7 8550U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon RX 550
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,101178.72,2.8,Intel, Core i7 7700HQ ,512,0.0,SSD,None,1,3840x2160,IPSPanel,Nvidia, GeForce GTX 1050
Chuwi,Notebook,12.3,6,Windows 10,1.4,23922.72,1.1,Intel, Celeron Quad Core N3450 ,64,0.0,FlashStorage,None,0,2736x1824,IPSPanelRetinaDisplay,Intel, HD Graphics 500
HP,Notebook,15.6,8,Windows 10,2.31,76030.56,2.9,Intel, Core i7 7820HQ ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 630
Asus,Notebook,15.6,8,Linux,2.3,31808.16,2.4,Intel, Core i3 7100U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Dell,Gaming,17.3,16,Windows 10,4.42,149130.72,2.9,Intel, Core i7 7820HK ,256,1000.0,SSD,HDD,0,2560x1440,IPSPanel,Nvidia, GeForce GTX 1070
Dell,Gaming,15.6,8,Windows 10,2.62,61751.52,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050 Ti
Dell,Notebook,15.6,8,Windows 10,2.02,60867.072,1.8,Intel, Core i7 8550U ,256,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Dell,Ultrabook,14.0,8,Linux,1.6,58554.72,2.8,Intel, Core i7 7600U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Gaming,17.3,12,Windows 10,3.35,106506.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,15930.72,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 500
Samsung,Netbook,11.6,4,Chrome OS,1.15,14332.32,1.6,Intel, Celeron Dual Core N3060 ,16,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
Lenovo,Notebook,13.3,8,Windows 10,1.4,53812.8,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,14.0,4,Windows 10,1.7,31914.72,2.7,Intel, Core i3 7130U ,128,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Workstation,15.6,16,Windows 10,2.3,130269.6,2.8,Intel, Core i7 7600U ,512,0.0,SSD,None,0,3840x2160,IPSPanel,Nvidia, GeForce 940MX
Lenovo,Notebook,15.6,16,Windows 10,2.5,130482.72,2.9,Intel, Core i7 7820HQ ,512,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M2200M
Asus,Gaming,17.3,8,Windows 10,3.2,90309.6,3.2,AMD, Ryzen 1600 ,256,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon RX 580
HP,Notebook,15.6,4,Windows 10,2.1,18488.16,1.6,Intel, Celeron Dual Core N3060 ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 400
Google,Ultrabook,12.3,16,Chrome OS,1.1,117162.72,1.3,Intel, Core i7 7Y75 ,512,0.0,SSD,None,1,2400x1600,Without,Intel, HD Graphics 615
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,126912.96,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,2560x1440,Without,Intel, HD Graphics 620
Asus,Notebook,15.6,4,Linux,2.0,29783.52,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,17.3,8,Windows 10,2.8,27652.32,2.5,AMD, A6-Series 9220 ,1000,0.0,HDD,None,0,1600x900,Without,AMD, Radeon R4
Dell,Notebook,15.6,4,Windows 10,2.2,39906.72,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,76137.12,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,18594.72,1.1,Intel, Pentium Quad Core N4200 ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 505
HP,Gaming,15.6,8,Windows 10,2.2,58554.72,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Dell,Notebook,14.0,8,Windows 10,1.64,62817.12,2.8,Intel, Core i5 7440HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Acer,Notebook,15.6,4,Linux,2.4,23539.104,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,2.23,106187.04,3.0,Intel, Xeon E3-1505M V6 ,64,1000.0,FlashStorage,HDD,0,1920x1080,Without,Nvidia, Quadro M620
MSI,Gaming,15.6,8,Windows 10,2.2,54757.9872,2.5,Intel, Core i5 7300HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,137941.91999999998,2.5,Intel, Core i7 7660U ,512,0.0,SSD,None,1,2256x1504,Without,Intel, Iris Plus Graphics 640
HP,Notebook,15.6,8,Windows 10,1.91,31381.92,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Dell,Workstation,15.6,16,Windows 10,2.17,105228.0,2.7,Intel, Core i7 6820HQ ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M620
HP,Workstation,15.6,8,Windows 10,2.31,81731.52,2.9,Intel, Core i7 7820HQ ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,14.0,8,Windows 10,1.65,71661.59999999999,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.36,52161.12,1.8,Intel, Core i7 8550U ,128,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,25521.12,1.6,Intel, Pentium Quad Core N3710 ,500,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 405
Dell,Notebook,17.3,8,Windows 10,4.42,109010.88,2.7,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,52693.92,2.2,Intel, Core M m3-7Y30 ,128,0.0,SSD,None,1,2256x1504,Without,Intel, HD Graphics 615
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,95850.72,2.5,Intel, Core i7 7660U ,256,0.0,SSD,None,1,2256x1504,Without,Intel, Iris Plus Graphics 640
HP,Notebook,17.3,8,Windows 10,2.5,34093.872,2.0,Intel, Core i3 6006U ,256,0.0,SSD,None,0,1600x900,Without,Intel, HD Graphics 520
Acer,Notebook,15.6,4,Windows 10,2.23,28984.32,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Acer,Netbook,11.6,4,Windows 10,1.4,23176.8,1.6,Intel, Celeron Dual Core N3060 ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 400
Asus,Notebook,15.6,8,Windows 10,2.37,39906.72,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,14.0,8,No OS,1.5,42570.72,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon R7 M460
Lenovo,Notebook,15.6,8,Windows 10,2.67,111355.2,2.9,Intel, Core i7 7820HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M2200M
Asus,Notebook,15.6,4,Windows 10,2.0,16197.12,1.1,Intel, Pentium Quad Core N4200 ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
